Date,España,Italia
2021-08-24 00:00:00+00:00,4804424,4494857
2021-08-25 00:00:00+00:00,4815205,4502396
2021-08-26 00:00:00+00:00,4822320,4509611
2021-08-27 00:00:00+00:00,4831809,4517434
2021-08-28 00:00:00+00:00,4831809,4524292
2021-08-29 00:00:00+00:00,4831809,4530246
2021-08-30 00:00:00+00:00,4847298,4534499
2021-08-31 00:00:00+00:00,4855065,4539991
2021-09-01 00:00:00+00:00,4861883,4546487
2021-09-02 00:00:00+00:00,4871444,4553241
2021-09-03 00:00:00+00:00,4877755,4559970
2021-09-04 00:00:00+00:00,4877755,4566126
2021-09-05 00:00:00+00:00,4877755,4571440
2021-09-06 00:00:00+00:00,4887112,4574787
2021-09-07 00:00:00+00:00,4892640,4579502
2021-09-08 00:00:00+00:00,4898258,4585423
2021-09-09 00:00:00+00:00,4903021,4590941
2021-09-10 00:00:00+00:00,4907461,4596558
2021-09-11 00:00:00+00:00,4907461,4601749
2021-09-12 00:00:00+00:00,4907461,4606413
2021-09-13 00:00:00+00:00,4915265,4609205
2021-09-14 00:00:00+00:00,4918526,4613214
2021-09-15 00:00:00+00:00,4922249,4618040
2021-09-16 00:00:00+00:00,4926324,4623155
2021-09-17 00:00:00+00:00,4929546,4627699
2021-09-18 00:00:00+00:00,4929546,4632275
2021-09-19 00:00:00+00:00,4929546,4636111
2021-09-20 00:00:00+00:00,4935534,4638516
2021-09-21 00:00:00+00:00,4937984,4641890
2021-09-22 00:00:00+00:00,4940824,4645853
2021-09-23 00:00:00+00:00,4943855,4649906
2021-09-24 00:00:00+00:00,4946601,4653696
2021-09-25 00:00:00+00:00,4946601,4657215
2021-09-26 00:00:00+00:00,4946601,4660314
2021-09-27 00:00:00+00:00,4951640,4662087
2021-09-28 00:00:00+00:00,4953930,4665049
2021-09-29 00:00:00+00:00,4956691,4668261
2021-09-30 00:00:00+00:00,4959091,4672355
2021-10-01 00:00:00+00:00,4961128,4675758
2021-10-02 00:00:00+00:00,4961128,4679067
2021-10-03 00:00:00+00:00,4961128,4682034
2021-10-04 00:00:00+00:00,4965399,4683646
2021-10-05 00:00:00+00:00,4967200,4686109
2021-10-06 00:00:00+00:00,4969503,4689341
2021-10-07 00:00:00+00:00,4971310,4692274
2021-10-08 00:00:00+00:00,4973619,4695291
2021-10-09 00:00:00+00:00,4973619,4698038
2021-10-10 00:00:00+00:00,4973619,4700316
2021-10-11 00:00:00+00:00,4977448,4701832
2021-10-12 00:00:00+00:00,4977448,4704318
2021-10-13 00:00:00+00:00,4980206,4707087
2021-10-14 00:00:00+00:00,4982138,4709753
2021-10-15 00:00:00+00:00,4984386,4712482
2021-10-16 00:00:00+00:00,4984386,4715464
2021-10-17 00:00:00+00:00,4984386,4717899
2021-10-18 00:00:00+00:00,4988878,4719493
2021-10-19 00:00:00+00:00,4990767,4722188
2021-10-20 00:00:00+00:00,4993295,4725887
2021-10-21 00:00:00+00:00,4995176,4729678
2021-10-22 00:00:00+00:00,4997732,4733557
2021-10-23 00:00:00+00:00,4997732,4737462
2021-10-24 00:00:00+00:00,4997732,4741185
2021-10-25 00:00:00+00:00,5002217,4743720
2021-10-26 00:00:00+00:00,5004143,4747773
2021-10-27 00:00:00+00:00,5006675,4752368
2021-10-28 00:00:00+00:00,5008887,4757231
2021-10-29 00:00:00+00:00,5011148,4762563
2021-10-30 00:00:00+00:00,5011148,4767440
2021-10-31 00:00:00+00:00,5011148,4771965
2021-11-01 00:00:00+00:00,5011148,4774783
2021-11-02 00:00:00+00:00,5016968,4777614
2021-11-03 00:00:00+00:00,5019255,4782802
2021-11-04 00:00:00+00:00,5022546,4788704
2021-11-05 00:00:00+00:00,5025639,4795465
2021-11-06 00:00:00+00:00,5025639,4802225
2021-11-07 00:00:00+00:00,5025639,4808047
2021-11-08 00:00:00+00:00,5032056,4812594
2021-11-09 00:00:00+00:00,5032056,4818705
2021-11-10 00:00:00+00:00,5038517,4826738
2021-11-11 00:00:00+00:00,5042803,4835435
2021-11-12 00:00:00+00:00,5047156,4843957
2021-11-13 00:00:00+00:00,5047156,4852496
2021-11-14 00:00:00+00:00,5047156,4860061
2021-11-15 00:00:00+00:00,5056954,4865260
2021-11-16 00:00:00+00:00,5061045,4873075
2021-11-17 00:00:00+00:00,5067712,4883242
2021-11-18 00:00:00+00:00,5074027,4893887
2021-11-19 00:00:00+00:00,5080663,4904441
2021-11-20 00:00:00+00:00,5080663,4915981
2021-11-21 00:00:00+00:00,5080663,4925688
2021-11-22 00:00:00+00:00,5096538,4932091
2021-11-23 00:00:00+00:00,5103315,4942135
2021-11-24 00:00:00+00:00,5111842,4954585
2021-11-25 00:00:00+00:00,5121100,4968341
2021-11-26 00:00:00+00:00,5131012,4982022
2021-11-27 00:00:00+00:00,5131012,4994891
2021-11-28 00:00:00+00:00,5131012,5007818
2021-11-29 00:00:00+00:00,5153923,5015790
2021-11-30 00:00:00+00:00,5164184,5028547
2021-12-01 00:00:00+00:00,5174720,5043620
2021-12-02 00:00:00+00:00,5189220,5060430
2021-12-03 00:00:00+00:00,5202958,5077445
2021-12-04 00:00:00+00:00,5202958,5094072
2021-12-05 00:00:00+00:00,5202958,5109082
2021-12-06 00:00:00+00:00,5202958,5118576
2021-12-07 00:00:00+00:00,5246766,5134318
2021-12-08 00:00:00+00:00,5246766,5152264
2021-12-09 00:00:00+00:00,5273178,5164780
2021-12-10 00:00:00+00:00,5290273,5185270
2021-12-11 00:00:00+00:00,5290190,5206305
2021-12-12 00:00:00+00:00,5290190,5225517
2021-12-13 00:00:00+00:00,5339992,5238221
2021-12-14 00:00:00+00:00,5366128,5258886
2021-12-15 00:00:00+00:00,5393268,5282076
2021-12-16 00:00:00+00:00,5422168,5308180
2021-12-17 00:00:00+00:00,5455527,5336795
2021-12-18 00:00:00+00:00,5455527,5364852
2021-12-19 00:00:00+00:00,5455527,5389155
2021-12-20 00:00:00+00:00,5535231,5405360
2021-12-21 00:00:00+00:00,5585054,5436143
2021-12-22 00:00:00+00:00,5645095,5472469
2021-12-23 00:00:00+00:00,5718007,5517054
2021-12-24 00:00:00+00:00,5718007,5567644
2021-12-25 00:00:00+00:00,5718007,5622431
2021-12-26 00:00:00+00:00,5718007,5647313
2021-12-27 00:00:00+00:00,5932626,5678112
2021-12-28 00:00:00+00:00,6032297,5756412
2021-12-29 00:00:00+00:00,6133057,5854428
2021-12-30 00:00:00+00:00,6294745,5981428
2021-12-31 00:00:00+00:00,6294745,6125683
2022-01-01 00:00:00+00:00,6294745,6266939
2022-01-02 00:00:00+00:00,6294745,6328076
2022-01-03 00:00:00+00:00,6667511,6396110
2022-01-04 00:00:00+00:00,6785286,6566947
2022-01-05 00:00:00+00:00,6922466,6756035
2022-01-06 00:00:00+00:00,6922466,6975465
2022-01-07 00:00:00+00:00,7164906,7083762
2022-01-08 00:00:00+00:00,7164906,7281297
2022-01-09 00:00:00+00:00,7164906,7436939
2022-01-10 00:00:00+00:00,7457300,7554344
2022-01-11 00:00:00+00:00,7592242,7774863
2022-01-12 00:00:00+00:00,7771367,7971068
2022-01-13 00:00:00+00:00,7930528,8155645
2022-01-14 00:00:00+00:00,8093036,8356514
2022-01-15 00:00:00+00:00,8093036,8549450
2022-01-16 00:00:00+00:00,8093036,8706915
2022-01-17 00:00:00+00:00,8424503,8790302
2022-01-18 00:00:00+00:00,8518975,9018425
2022-01-19 00:00:00+00:00,8676916,9219391
2022-01-20 00:00:00+00:00,8834363,9418256
2022-01-21 00:00:00+00:00,8975458,9603856
2022-01-22 00:00:00+00:00,8975458,9781191
2022-01-23 00:00:00+00:00,8975458,9923678
2022-01-24 00:00:00+00:00,9280890,10001344
2022-01-25 00:00:00+00:00,9395767,10212621
2022-01-26 00:00:00+00:00,9529320,10383561
2022-01-27 00:00:00+00:00,9660208,10539601
2022-01-28 00:00:00+00:00,9779130,10683948
2022-01-29 00:00:00+00:00,9779130,10821375
2022-01-30 00:00:00+00:00,9779130,10925485
2022-01-31 00:00:00+00:00,9961253,10983116
2022-02-01 00:00:00+00:00,10039126,11116422
2022-02-02 00:00:00+00:00,10125348,11235745
2022-02-03 00:00:00+00:00,10199716,11348701
2022-02-04 00:00:00+00:00,10199716,11449601
2022-02-05 00:00:00+00:00,10199716,11542793
2022-02-06 00:00:00+00:00,10199716,11621736
2022-02-07 00:00:00+00:00,10395471,11663338
2022-02-08 00:00:00+00:00,10439302,11765767
2022-02-09 00:00:00+00:00,10502141,11847436
2022-02-10 00:00:00+00:00,10555196,11923631
2022-02-11 00:00:00+00:00,10604200,11991109
2022-02-12 00:00:00+00:00,10604200,12053330
2022-02-13 00:00:00+00:00,10604200,12105675
2022-02-14 00:00:00+00:00,10672906,12134451
2022-02-15 00:00:00+00:00,10707286,12205474
2022-02-16 00:00:00+00:00,10744394,12265343
2022-02-17 00:00:00+00:00,10778607,12323398
2022-02-18 00:00:00+00:00,10809222,12377098
2022-02-19 00:00:00+00:00,10809222,12427773
2022-02-20 00:00:00+00:00,10809222,12469975
2022-02-21 00:00:00+00:00,10858000,12494459
2022-02-22 00:00:00+00:00,10880193,12554596
2022-02-23 00:00:00+00:00,10914105,12603758
2022-02-24 00:00:00+00:00,10949997,12651251
2022-02-25 00:00:00+00:00,10977524,12693320
2022-02-26 00:00:00+00:00,10977524,12732680
2022-02-27 00:00:00+00:00,10977524,12764558
2022-02-28 00:00:00+00:00,10977524,12782836
2022-03-01 00:00:00+00:00,11036085,12829972
2022-03-02 00:00:00+00:00,11054888,12867918
2022-03-03 00:00:00+00:00,11078028,12910506
2022-03-04 00:00:00+00:00,11100428,12948859
2022-03-05 00:00:00+00:00,11100428,12990223
2022-03-06 00:00:00+00:00,11100428,13026112
2022-03-07 00:00:00+00:00,11136425,13048774
2022-03-08 00:00:00+00:00,11159574,13109527
2022-03-09 00:00:00+00:00,11181510,13159342
2022-03-10 00:00:00+00:00,11204125,13214498
2022-03-11 00:00:00+00:00,11223974,13268459
2022-03-12 00:00:00+00:00,11223974,13323179
2022-03-13 00:00:00+00:00,11223974,13373207
2022-03-14 00:00:00+00:00,11223974,13402905
2022-03-15 00:00:00+00:00,11260040,13489319
2022-03-16 00:00:00+00:00,11260040,13563466
2022-03-17 00:00:00+00:00,11260040,13645834
2022-03-18 00:00:00+00:00,11324637,13724411
2022-03-19 00:00:00+00:00,11324637,13800179
2022-03-20 00:00:00+00:00,11324637,13861743
2022-03-21 00:00:00+00:00,11324637,13895188
2022-03-22 00:00:00+00:00,11378784,13992092
2022-03-23 00:00:00+00:00,11378784,14070450
2022-03-24 00:00:00+00:00,11378784,14153098
2022-03-25 00:00:00+00:00,11451676,14229495
2022-03-26 00:00:00+00:00,11451676,14304111
2022-03-27 00:00:00+00:00,11451676,14364723
2022-03-28 00:00:00+00:00,11451676,14396283
2022-03-29 00:00:00+00:00,11508309,14496579
2022-03-30 00:00:00+00:00,11508309,14567990
2022-03-31 00:00:00+00:00,11508309,14642354
2022-04-01 00:00:00+00:00,11551574,14719394
2022-04-02 00:00:00+00:00,11551574,14790806
2022-04-03 00:00:00+00:00,11551574,14845815
2022-04-04 00:00:00+00:00,11551574,14877144
2022-04-05 00:00:00+00:00,11578653,14966058
2022-04-06 00:00:00+00:00,11578653,15035943
2022-04-07 00:00:00+00:00,11578653,15106066
2022-04-08 00:00:00+00:00,11627487,15173707
2022-04-09 00:00:00+00:00,11627487,15238128
2022-04-10 00:00:00+00:00,11627487,15292048
2022-04-11 00:00:00+00:00,11627487,15320753
2022-04-12 00:00:00+00:00,11662214,15404809
2022-04-13 00:00:00+00:00,11662214,15467395
2022-04-14 00:00:00+00:00,11662214,15533012
2022-04-15 00:00:00+00:00,11662214,15595302
2022-04-16 00:00:00+00:00,11662214,15659835
2022-04-17 00:00:00+00:00,11662214,15712088
2022-04-18 00:00:00+00:00,11662214,15730676
2022-04-19 00:00:00+00:00,11736893,15758002
2022-04-20 00:00:00+00:00,11736893,15858442
2022-04-21 00:00:00+00:00,11736893,15934437
2022-04-22 00:00:00+00:00,11736893,16008181
